query_id,doc_id,method,chunk_id,label_0_1_2,rationale,annotator,status
Q007,DOC02_BSK,recursive,191,1,"score=0.284 hits=1/4 pages=[?] page_match=False ev_type=paragraph | preview: Perjalanan Dinas Pekerja Penelitian dan Pengembangan (Research and Development ) h. Pelumas Listrik Air Telepon, Interne",auto,auto_labeled_needs_validation
Q007,DOC02_BSK,recursive,18,1,"score=0.284 hits=2/4 pages=[?] page_match=False ev_type=paragraph | preview: Benchmarked Compensation of Construction Permanent Workers by Province (billion rupiahs), 2023 ...  62 3.7  Benchmark Ra",auto,auto_labeled_needs_validation
Q007,DOC02_BSK,recursive,34,1,"score=0.280 hits=2/4 pages=[?] page_match=False ev_type=paragraph | preview: Perhitungan rasio pekerja tetap, pekerja harian, balas jasa dan upah, serta nilai konstruksi triwulanan menggunakan rasi",auto,auto_labeled_needs_validation
Q007,DOC02_BSK,recursive,36,1,"score=0.275 hits=2/4 pages=[?] page_match=False ev_type=paragraph | preview: The quarterly ratio for permanent workers, casual workers, compensation and wages, as well as value of onstruction works",auto,auto_labeled_needs_validation
Q007,DOC02_BSK,recursive,25,1,"score=0.261 hits=2/4 pages=[?] page_match=False ev_type=paragraph | preview: CV, PT (Persero), Koperasi, dan lainnya. 3. Pekerja Pekerja adalah semua orang yang pada saat pencacahan bekerja di peru",auto,auto_labeled_needs_validation
Q007,DOC02_BSK,recursive,195,1,score=0.253 hits=1/4 pages=[?] page_match=False ev_type=paragraph | preview: % / / % / / % % / / % % / / % % / / % % / / % % / / % % % / / % s/d 31/12/22 s/d 31/12/23 Bulan/Tahun Pelaksanaan Pekerj,auto,auto_labeled_needs_validation
Q007,DOC02_BSK,recursive,19,1,"score=0.248 hits=1/4 pages=[?] page_match=False ev_type=paragraph | preview: Benchmarked Average Wages of Construction Casual Workers by Province (rupiahs), 2023 ...  66 3.11  Benchmark Balas Jasa ",auto,auto_labeled_needs_validation
Q007,DOC02_BSK,recursive,28,1,score=0.243 hits=1/4 pages=[?] page_match=False ev_type=paragraph | preview: 6. Wages of Casual Worker Wages is all expenses paid to the casual worker either in the form of money or goods as compen,auto,auto_labeled_needs_validation
Q007,DOC02_BSK,recursive,197,1,score=0.239 hits=1/4 pages=[?] page_match=False ev_type=paragraph | preview: Tahun 2023 7) {[ - ] * (12-11)/100} + Biaya Bahan/Material yang Digunakan Selama Tahun 2023 6) Nama Proyek/Jenis Pekerja,auto,auto_labeled_needs_validation
Q007,DOC02_BSK,recursive,53,1,score=0.229 hits=1/4 pages=[?] page_match=False ev_type=paragraph | preview: e. Benchmark Pengeluaran Bahan/Material yang Digunakan Benchmark Pengeluaran Bahan/Material yang Digunakan dihitung deng,auto,auto_labeled_needs_validation
Q007,DOC02_BSK,recursive,176,1,score=0.228 hits=1/4 pages=[?] page_match=False ev_type=paragraph | preview: 5.630 12.647 1.809 10.071 1.974 4.655 78.516 49.264 4.816 105.605 22.378 8.324 7.276 5.569 10.647 7.303 10.367 21.097 3.,auto,auto_labeled_needs_validation
Q007,DOC02_BSK,recursive,175,1,score=0.224 hits=1/4 pages=[?] page_match=False ev_type=paragraph | preview: A c e h Sumatera Utara Sumatera Barat R i a u J a m b i Sumatera Selatan Bengkulu Lampung Kep. Bangka Belitung Kepulauan,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,4,2,score=0.632 hits=2/3 pages=[7] page_match=True ev_type=paragraph | preview: KATA PENGANTAR  selaras antara Survei Perusahaan Konstruksi Triwulanan dan Survei Perusahaan Konstruksi Tahunan. Melalui,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,57,1,score=0.493 hits=2/3 pages=[25] page_match=False ev_type=paragraph | preview: 2.2.5 Benchmark Statistik Konstruksi  a. Benchmark Pekerja Tetap Konstruksi Benchmark Pekerja Tetap Konstruksi masing- m,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,58,1,"score=0.493 hits=2/3 pages=[25,26] page_match=False ev_type=paragraph | preview: 2.2.5 Benchmark of Construction Statistics  a.  Benchmarked Construction Permanent Workers Benchmarked — Construction — ",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,46,1,score=0.437 hits=2/3 pages=[23] page_match=False ev_type=paragraph | preview: 2.2 Indeks Tahun Dasar 2016  Indeks tahun dasar 2016 masing-masing provinsi diperoleh dari indeks triwulanan dan nilai s,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,56,1,"score=0.371 hits=1/3 pages=[24,25] page_match=False ev_type=paragraph | preview: 2.2.4 Benchmark of Construction Indices  Benchmarking is a technigue of combining data with the same variable from two s",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,61,1,"score=0.351 hits=1/3 pages=[27] page_match=False ev_type=paragraph | preview: where,  d.  Benchmark Nilai Konstruksi Diselesaikan BenchmarkNilaiKonstruksiyangDiselesaikan diperoleh dengan cara menet",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,51,1,"score=0.279 hits=1/3 pages=[24] page_match=False ev_type=paragraph | preview: 2.2.2 Dari Nilai Statistik Konstruksi Tahunan  a.  Data yang diolah adalah: pekerja tetap, hari- orang, balas jasa dan u",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,47,1,"score=0.245 hits=1/3 pages=[23] page_match=False ev_type=paragraph | preview: 2.21 Dari Indeks Triwulanan  a. Indeks yang diolah adalah: pekerja tetap, hari-orang, balas jasa dan upah, balas jasa, U",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,164,1,score=0.241 hits=1/3 pages=[98] page_match=False ev_type=paragraph | preview: BLOK VII. PENDAPATAN DAN PENGELUARAN  2. Rata-rata Persentase penggunaan bahan/material terhadap nilai konstruksi yang d,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,16,1,"score=0.236 hits=1/3 pages=[13] page_match=False ev_type=paragraph | preview: Number of Construction Establishment by Province, 2018-2028 “erreerooooooooooooccoocoooooo oo 2.32 Struktur Banyaknya Pe",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,62,1,"score=0.232 hits=1/3 pages=[27,29,31] page_match=False ev_type=paragraph | preview: where,  M, - Pengeluaran bahan/material yang digunakan provinsi ke-i tahun ke-t  M,.  -  Cost of Construction Material U",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,12,1,"score=0.216 hits=1/3 pages=[11] page_match=False ev_type=paragraph | preview: 21 Benchmark Statistik Konstruksi, 2018-2023 Benchmark of Construction Statistics, 2018-2023 2.2 Banyaknya Pekerja Tetap",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,66,1,"score=0.216 hits=1/3 pages=[32,33] page_match=False ev_type=paragraph | preview: TABEL TABLE  Papua  35.849  INDONESIA  1.130.815 1.162.297 1.138.186 1147170 1.157.245 1.174.009  16  Benchmark Statisti",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,91,1,"score=0.216 hits=1/3 pages=[44,45] page_match=False ev_type=paragraph | preview: TABEL maBiE  INDONESIA  163.359.265 191.555.042 165.375.557 175.306.035 184.776493 197.479.260  Benchmark Statistik Kons",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,139,1,"score=0.216 hits=1/3 pages=[68,69] page_match=False ev_type=paragraph | preview: TABEL maBiE  Papua  INDONESIA  100,00  100,00  100,00  100,00  100,00  100,00  Benchmark Statistik Konstruksi, 2018-2023",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,146,1,"score=0.216 hits=1/3 pages=[73,75,76,77,78] page_match=False ev_type=paragraph | preview: GAMBAR GAMBAR-  —e—  Benchmark Banyaknya Pekerja Tetap (orang) dan Balas Jasa Pekerja Tetap Konstruksi Gambar (miliar ru",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,150,1,"score=0.216 hits=1/3 pages=[82,83,84,85,86] page_match=False ev_type=paragraph | preview: GAMBAR GAMBAR-  Average Wages of Casual Workers  Gambar Figure Benchmark Rata-Rata Upah Pekerja Harian Konstruksi Menuru",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,151,1,"score=0.216 hits=1/3 pages=[87,88,89] page_match=False ev_type=paragraph | preview: GAMBAR GAMBAR-  0  50.000 100.000 150.000 200.000 250.000 300.000 350.000 400.000  PDRB Atas Dasar Harga Berlaku/ GRDP a",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,14,1,"score=0.212 hits=1/3 pages=[12] page_match=False ev_type=paragraph | preview: 2.16 Struktur Upah Pekerja Harian Konstruksi Menurut Provinsi (persen), 2018-2023 Structure of Wages of Construction Cas",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,19,1,"score=0.212 hits=1/3 pages=[15] page_match=False ev_type=paragraph | preview: 31 Benchmark Banyaknya Pekerja Tetap (orang) dan Balas Jasa Pekerja Tetap Konstruksi (miliar rupiah), 2018-2023 Benchmar",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,21,1,"score=0.212 hits=1/3 pages=[16,17] page_match=False ev_type=paragraph | preview: Halaman Page  3.13 Benchmark Pengeluaran Bahan Material Konstruksi Menurut Provins (miliar rupiah)i, 2023  Benchmarked C",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,50,1,"score=0.212 hits=1/3 pages=[23,24] page_match=False ev_type=paragraph | preview: 2.2.1 From Ouarterly Indices  a. Process the following indices: permanent workers, mandays, compensation and wages, comp",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,123,1,"score=0.192 hits=1/3 pages=[60,61] page_match=False ev_type=paragraph | preview: TABEL maBiE  INDONESIA  51,47  52,49  52,25  53,61  53,13  Pa  Benchmark Statistik Konstruksi, 2018-2023 Benchmark Const",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,148,1,"score=0.192 hits=1/3 pages=[79,80,81] page_match=False ev_type=paragraph | preview: GAMBAR GAMBAR-  Average Compensation of Permanent Workers  Gambi ar  Benchmark Rata-Rata Balas Jasa Pekerja Tetap Konstr",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,element,15,1,"score=0.187 hits=1/3 pages=[12,13] page_match=False ev_type=paragraph | preview: DAFTAR TABEL LIST OF TABLES  2.28 Pertumbuhan Nilai Pengeluaran Bahan Bangunan/Material yang Digunakan Konstruksi Menuru",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,63,2,"score=0.675 hits=3/3 pages=[?] page_match=False ev_type=paragraph | preview: Setelah indeks benchmark tahunan tahun dasar 2016 diperoleh, lalu dijalankan Program Bench dengan Metode Proportional De",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,2,2,"score=0.522 hits=2/3 pages=[?] page_match=False ev_type=paragraph | preview: Kondisi konstruksi Indonesia yang dicakup dalam publikasi ini meliputi beberapa indikator, yaitu: pekerja tetap, hari-or",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,73,2,score=0.508 hits=2/3 pages=[?] page_match=False ev_type=paragraph | preview: it it it it BJ Publikasi BJ Benchmark BJU Benchmark BJU Publikasi = × it it it it BJ Publikasi BJ Benchmark BJU Benchmar,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,68,1,score=0.468 hits=2/3 pages=[?] page_match=False ev_type=paragraph | preview: 2.2.5  Benchmark of Construction Statistics a. Benchmarked Construction Permanent Workers Benchmarked Construction Perma,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,69,1,score=0.468 hits=2/3 pages=[?] page_match=False ev_type=paragraph | preview: c. Benchmark Balas Jasa dan Upah Pekerja Konstruksi Benchmark Balas Jasa dan Upah Pekerja setiap provinsi diperoleh deng,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,49,1,"score=0.437 hits=2/3 pages=[?] page_match=False ev_type=paragraph | preview: dimana, NK =  Nilai konstruksi yang diselesaikan NP =  Nilai kontrak proyek NS =  Nilai pekerjaan yang disubkontrakkan k",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,56,1,"score=0.328 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: dimana, It =  Indeks tahun ke t Xt =  Data tahun t XD =  Data tahun dasar 2016 2.2.3  Laju Pertumbuhan Pertumbuhan menun",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,62,1,"score=0.319 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Kemudian, masing- masing variabel tersebut dibuat indeks benchmark tahun dasar 2016=100. Selanjutnya untuk indeks benchm",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,8,1,"score=0.290 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: ...  44 xi Tabel/Table Halaman .31  Banyaknya Perusahaan Konstruksi Menurut Provinsi, 2018–2023 Number of Construction E",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,7,1,score=0.265 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Tabel-Tabel/Tables ...  13 3. Gambar-Gambar/Figures ...  57 Daftar Pustaka/Bibliography...  75 Lampiran/Appendix ...  77,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,70,1,"score=0.256 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: dimana, BJit =  Balas jasa pekerja tetap provinsi ke-i tahun ke-t BJUit  =  Balas jasa dan upah pekerja provinsi ke-i ta",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,50,1,score=0.245 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: b. Buat nilai indeks sama dengan 100 pada awal triwulan yang ada indeksnya. c. Bagi setiap indeks triwulan t dengan rata,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,55,1,"score=0.245 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Data yang diolah adalah: pekerja tetap, hari- orang, balas jasa dan upah, balas jasa, upah, serta nilai kontruksi yang d",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,110,1,"score=0.245 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: PENDAPATAN DAN PENGELUARAN No Provinsi dan Kabupaten/Kota Lokasi Proyek Volume Pekerjaan Satuan (m, m2, m3, km, dll) Nil",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,112,1,score=0.245 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: J U M L A H (1+2+ … +11) No APBD APBN APBD Volume Pekerjaan KBLI 2021 Kode Kab/Kota Kota Surakarta Kota Surakarta Kab. G,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,113,1,"score=0.236 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Untuk kasus perusahaan di bawah ini, maka pengisiannya adalah sbb : Perusahaan CV. WIDYAS INDAH di Provinsi Jawa Tengah ",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,133,1,"score=0.236 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: i. Intramural (000 Rp) ii. Extramural (000 Rp) iii. Jumlah (000 Rp) 1. Menurut perusahaan, metode pengisian kuesioner se",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,90,1,score=0.187 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: DAFTAR PUSTAKA BIBLIOGRAPHY Lampiran Appendix LAMPIRAN APPENDIX Kuesioner Survei Perusahaan Konstruksi Tahunan 2023 (SKT,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,semantic_maxmin,108,1,score=0.187 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: 2. Rata-rata Persentase penggunaan bahan/material terhadap nilai konstruksi yang diselesaikan selama tahun 2023 % 3. Rat,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,2,2,score=0.522 hits=2/3 pages=[?] page_match=False ev_type=paragraph | preview: Perusahaan Konstruksi Tahunan. Melalui publikasi ini akan terlihat perkembangan sektor konstruksi Indonesia selama tahun,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,48,2,"score=0.493 hits=2/3 pages=[?] page_match=False ev_type=paragraph | preview: After annual benchmark indices base year 2016 of four variables is obtained, then run Bench Program with Denton Proporti",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,46,2,score=0.468 hits=2/3 pages=[?] page_match=False ev_type=paragraph | preview: 2.2.5  Benchmark Statistik Konstruksi a. Benchmark Pekerja Tetap Konstruksi Benchmark Pekerja Tetap Konstruksi masing- m,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,49,1,score=0.468 hits=2/3 pages=[?] page_match=False ev_type=paragraph | preview: c. Benchmark Balas Jasa dan Upah Pekerja Konstruksi Benchmark Balas Jasa dan Upah Pekerja setiap provinsi diperoleh deng,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,37,1,score=0.446 hits=2/3 pages=[?] page_match=False ev_type=paragraph | preview: NK =  Nilai konstruksi yang diselesaikan NP =  Nilai kontrak proyek NS =  Nilai pekerjaan yang disubkontrakkan ke kontra,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,45,1,score=0.366 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: (selisih terkecil) persentase perubahan dari triwulan ke triwulan dalam series benchmark aslinya. Teknik penghitungannya,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,52,1,score=0.351 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: it it it it BJ Publikasi BJ Benchmark BJU Benchmark BJU Publikasi = × it it it it BJ Publikasi BJ Benchmark BJU Benchmar,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,40,1,"score=0.328 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: percent. d. Index at year i is the average of index at quarter t at year i. where, IDt =  Base year index at period t NK",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,50,1,score=0.261 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Uit =  Upah pekerja harian provinsi ke-i tahun ke-t Setelah didapatkan nilai balas jasa pekerja tetap benchmark dan upah,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,198,1,"score=0.261 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Untuk kasus perusahaan di bawah ini, maka pengisiannya adalah sbb : Perusahaan CV. WIDYAS INDAH di Provinsi Jawa Tengah ",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,38,1,score=0.245 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: c. Bagi setiap indeks triwulan t dengan rata- rata indeks pada tahun dasar 2016 dan dikalikan dengan 100 persen. d. Inde,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,53,1,score=0.245 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: e. Benchmark Pengeluaran Bahan/Material yang Digunakan Benchmark Pengeluaran Bahan/Material yang Digunakan dihitung deng,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,197,1,score=0.245 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Tahun 2023 7) {[ - ] * (12-11)/100} + Biaya Bahan/Material yang Digunakan Selama Tahun 2023 6) Nama Proyek/Jenis Pekerja,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,15,1,"score=0.236 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Konstruksi Menurut Provinsi (persen), 2018–2023 Growth of Gross Regional Domestic Product at 2010 Constant Market Prices",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,19,1,"score=0.236 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Benchmarked Average Wages of Construction Casual Workers by Province (rupiahs), 2023 ...  66 3.11  Benchmark Balas Jasa ",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,204,1,score=0.236 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Jabatan E-mail Tanggal BLOK XI. PERNYATAAN CATATAN Tanda Tangan dan Stempel Perusahaan ………... s.d. ………… ………... s.d. …………,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,193,1,score=0.221 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Pekerjaan 3) (000 Rp) BLOK VII. PENDAPATAN DAN PENGELUARAN No Provinsi dan Kabupaten/Kota Lokasi Proyek Volume Pekerjaan,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,5,1,"score=0.216 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: PREFACE Jakarta, October 2025 Chief Statistician Amalia Adininggar Widyasanti vii ISSN 2460-4674 DAFTAR ISI/CONTENTS Ben",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,179,1,score=0.216 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: R i a u J a m b i Sumatera Selatan Bengkulu Lampung Kep. Bangka Belitung Kepulauan Riau DKI Jakarta Jawa Barat Jawa Teng,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,182,1,score=0.216 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Jawa Timur B a n t e n B a l i Nusa Tenggara Barat Nusa Tenggara Timur Kalimantan Barat Kalimantan Tengah Kalimantan Sel,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,196,1,score=0.216 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: 3. 1 5 4. 5. 6. 7. 8. 9. 10. 11. 24 400 000 9 630 500 20 000 5 510 250 24 320 000 22 000 000 2 000 000 320 000 Jawa Teng,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,6,1,"score=0.212 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Benchmark of Construction Statistics, 2018–2023 ...  15 2.2 Banyaknya Pekerja Tetap Konstruksi Menurut Provinsi, 2018–20",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,10,1,"score=0.212 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: 2.19  Persentase Upah Pekerja Harian Konstruksi terhadap Nilai Konstruksi yang Diselesaikan Menurut Provinsi (persen), 2",auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,11,1,score=0.212 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: 2023 ...  36 2.23  Persentase Balas Jasa dan Upah Pekerja Konstruksi terhadap Nilai Konstruksi yang Diselesaikan Menurut,auto,auto_labeled_needs_validation
Q008,DOC02_BSK,recursive,13,1,"score=0.212 hits=1/3 pages=[?] page_match=False ev_type=paragraph | preview: Percentage of Cost of Construction Material Used to Value of Construction Works Completed by Province (percent), 2018–20",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,12,2,"score=0.487 hits=2/4 pages=[11] page_match=True ev_type=table_of_contents | preview: 21 Benchmark Statistik Konstruksi, 2018-2023 Benchmark of Construction Statistics, 2018-2023 2.2 Banyaknya Pekerja Tetap",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,64,1,"score=0.397 hits=2/4 pages=[31,32] page_match=False ev_type=table_of_contents | preview: where,  / UBILIN  pasn ponarow uondnugsuo) Jo 350) JO yiMo12 Isynaysuoy ueyeungig ueyeg uesenjabuag Uryngwnyag BL pasn j",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,19,1,"score=0.371 hits=2/4 pages=[15] page_match=False ev_type=table_of_contents | preview: 31 Benchmark Banyaknya Pekerja Tetap (orang) dan Balas Jasa Pekerja Tetap Konstruksi (miliar rupiah), 2018-2023 Benchmar",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,66,1,"score=0.371 hits=2/4 pages=[32,33] page_match=False ev_type=table_of_contents | preview: TABEL TABLE  Papua  35.849  INDONESIA  1.130.815 1.162.297 1.138.186 1147170 1.157.245 1.174.009  16  Benchmark Statisti",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,77,1,"score=0.371 hits=2/4 pages=[38] page_match=False ev_type=table_of_contents | preview: TABEL maBiE  28  Rata-Rata Balas Jasa Pekerja Tetap Konstruksi Menurut Provinsi (ribu rupiah), 2018- 2023  Average Compe",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,146,1,"score=0.371 hits=2/4 pages=[73,75,76,77,78] page_match=False ev_type=table_of_contents | preview: GAMBAR GAMBAR-  —e—  Benchmark Banyaknya Pekerja Tetap (orang) dan Balas Jasa Pekerja Tetap Konstruksi Gambar (miliar ru",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,57,1,score=0.345 hits=2/4 pages=[25] page_match=False ev_type=table_of_contents | preview: 2.2.5 Benchmark Statistik Konstruksi  a. Benchmark Pekerja Tetap Konstruksi Benchmark Pekerja Tetap Konstruksi masing- m,auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,148,1,"score=0.345 hits=2/4 pages=[79,80,81] page_match=False ev_type=table_of_contents | preview: GAMBAR GAMBAR-  Average Compensation of Permanent Workers  Gambi ar  Benchmark Rata-Rata Balas Jasa Pekerja Tetap Konstr",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,15,1,"score=0.319 hits=1/4 pages=[12,13] page_match=False ev_type=table_of_contents | preview: DAFTAR TABEL LIST OF TABLES  2.28 Pertumbuhan Nilai Pengeluaran Bahan Bangunan/Material yang Digunakan Konstruksi Menuru",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,58,1,"score=0.278 hits=1/4 pages=[25,26] page_match=False ev_type=table_of_contents | preview: 2.2.5 Benchmark of Construction Statistics  a.  Benchmarked Construction Permanent Workers Benchmarked — Construction — ",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,14,1,"score=0.275 hits=1/4 pages=[12] page_match=False ev_type=table_of_contents | preview: 2.16 Struktur Upah Pekerja Harian Konstruksi Menurut Provinsi (persen), 2018-2023 Structure of Wages of Construction Cas",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,16,1,"score=0.275 hits=1/4 pages=[13] page_match=False ev_type=table_of_contents | preview: Number of Construction Establishment by Province, 2018-2028 “erreerooooooooooooccoocoooooo oo 2.32 Struktur Banyaknya Pe",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,4,1,score=0.252 hits=1/4 pages=[7] page_match=False ev_type=table_of_contents | preview: KATA PENGANTAR  selaras antara Survei Perusahaan Konstruksi Triwulanan dan Survei Perusahaan Konstruksi Tahunan. Melalui,auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,164,1,score=0.252 hits=1/4 pages=[98] page_match=False ev_type=table_of_contents | preview: BLOK VII. PENDAPATAN DAN PENGELUARAN  2. Rata-rata Persentase penggunaan bahan/material terhadap nilai konstruksi yang d,auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,91,1,"score=0.245 hits=1/4 pages=[44,45] page_match=False ev_type=table_of_contents | preview: TABEL maBiE  INDONESIA  163.359.265 191.555.042 165.375.557 175.306.035 184.776493 197.479.260  Benchmark Statistik Kons",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,123,1,"score=0.245 hits=1/4 pages=[60,61] page_match=False ev_type=table_of_contents | preview: TABEL maBiE  INDONESIA  51,47  52,49  52,25  53,61  53,13  Pa  Benchmark Statistik Konstruksi, 2018-2023 Benchmark Const",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,150,1,"score=0.245 hits=1/4 pages=[82,83,84,85,86] page_match=False ev_type=table_of_contents | preview: GAMBAR GAMBAR-  Average Wages of Casual Workers  Gambar Figure Benchmark Rata-Rata Upah Pekerja Harian Konstruksi Menuru",auto,auto_labeled_needs_validation
Q009,DOC02_BSK,element,117,1,"score=0.219 hits=1/4 pages=[57,58] page_match=False ev_type=table_of_contents | preview: TABEL maBiE  Papua  7.910.003 9.522.281 7.926.765 8.231.438 8.560.590 8.646.714  INDONESIA  685.233.536 836.840.121 690.",auto,auto_labeled_needs_validation
